productid,brand_name,categories,description,details,img_url,ingredients,keywords,love_count,price,product_id,rev_count,product_name,product_url,size,use
71,bareMinerals,"makeup, cheek, bronzer","What it is:
A bronzing All Over Face Color.

What it does:
This bronzer gives your complexion a boost with a rich, gorgeous tan and zero risk of sun damage. It buffs on soft and smooth to give any complexion even, natural-looking warmth. Simply s","What it is:
A bronzing All Over Face Color.

What it does:
This bronzer gives your complexion a boost with a rich, gorgeous tan and zero risk of sun damage. It buffs on soft and smooth to give any complexion even, natural-looking warmth. Simply sweep it on for a healthy sunlit shade year-round.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Synthetic Fragrances
- Synthetic Dyes
- Petrochemicals
- Phthalates
- GMOs
- Triclosan",http://www.sephora.com/productimages/sku/s1164805-main-Lhero.jpg,"Faux Tan
Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, CI 77492, CI 77491), Ultramarines (CI 77007), Kaolin, Carmine (CI 75470).",P158509,983,21.0,P158509,190,bareMinerals Faux Tan All-Over Face Color,http://www.sephora.com/P158509,0.05 oz/ 1.5 g,"Suggested Usage:
-Swirl a small amount of Faux Tan into the lid, using the Angled Face Brush, until all the Faux Tan has been tucked into the bristles.
-Tap away any excess. There should be no visible Faux Tan on the outside of the brush.
-Buff onto areas sun would naturally hit your face such as forehead, eyes, cheeks and bridge of nose.
-Apply on top of bareMinerals SPF 15 Foundation."
588,tarte,"bath & body, self tanners",Shop tarte’s Brazilliance™ PLUS+ Self-Tanner + Mitt at Sephora. This skin care-infused version of tarte’s bestselling self-tanner comes with a mitt.,"What it is:
A skin care-infused version of tarte’s bestselling self-tanner with a custom application mitt.

What it is formulated to do:
Fake a just-back-from-vacation bronze with this updated, skin-loving version of tarte’s best-selling Brazilliance™ self-tanner. Infused with a powerful boost of natural exfoliators and moisturizers, it will give you a natural-looking, deep-toned tan in as little as four hours plus skin that feels sexy, smooth, and hydrated. The tinted bronze gel and new custom application mitt guarantee an even, streak-free tan, and the proprietary PUREshield™ scent-control technology ensures you’ll only see—not smell—your new glow. A skinvigorating™ new blend of squalane, aloe, and citric acid to help condition and promote surface exfoliation, prepping skin for each application so your lasting sunless tan fades gradually, evenly, naturally, and flawlessly over time.

This set contains:
- 5.5oz/ 162.6 mL Brazilliance Plus+ Self-Tanner
- Application mitt

What it is formulated WITHOUT:
- Parabens
- Phthalates

What else you need to know:
This product is hypoallergenic, vegan, and dermatologist tested.

Research results:
In a consumer use study, upon application:
- 97% of participants reported no tell-tale after scent
- 94% of participants saw a visible improvement in skin’s moisture
- 100% of participants said they had a seamless, natural-looking tan after 4 hours
- 94% of participants saw a visible improvement in skin texture after 2 weeks of use",http://www.sephora.com/productimages/sku/s1795327-main-Lhero.jpg,"-Maracuja Oil: Rich in essential fatty acids and vitamin C for maximum hydration and firmer, brighter, smoother-looking skin
-Sunflower Seed Oil: Rich in vitamins A and E to help moisturize and condition skin
-Citric Acid: Natural AHA that helps promote surface exfoliation.
-Squalane: Non-greasy emollient that smooths skin.

Water, dihydroxyacetone, glycerin, glyceryl stearate, PEG-100 stearate, cetyl alcohol, dimethicone, parfum/fragrance, passiflora edulis seed oil, aloe barbadensis leaf juice, cetyl hydroxyethylcellulose, caprylyl glycol, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, cetearyl alcohol, squalane, citric acid, ceteareth-20, potassium sorbate, xanthan gum, polysorbate 60, sodium metabisulfite, myristyl alcohol, stearyl alcohol, octyldodecanol, amyl cinnamal, limonene, silica, linalool, tocopherol, phenoxyethanol, chlorphenesin, red 40 (CI 16035), yellow 5 (CI 19140), blue 1 (CI 42090).",brazilliance tm plus self tanner mitt,6806,39.0,P407616,157,Brazilliance™ PLUS+ Self-Tanner + Mitt,http://www.sephora.com/brazilliance-tm-plus-self-tanner-mitt-P407616,,"Suggested Usage:
-Dispense at least a quarter-sized amount of self-tanner onto the included application mitt.
-Apply to one body part at a time in long, even strokes until the bronze color is uniform.
-Allow to absorb for 10 minutes before dressing and wait at least eight hours before showering or shaving to allow a seamless tan to develop fully.
-Use one to two times a week to maintain a natural-looking tan.

Precautions:
-This product does not contain a sunscreen and does not protect against sunburn. Repeated exposure of unprotected skin while tanning may increase the risk of skin aging, skin cancer, and other harmful effects to the skin even if you do not burn."
668,NARS,"makeup, lip, lipstick","What it is:An innovative, long-lasting lip color with a smooth, semi-matte finish that provides ultimate hydration.What it does:This highly-saturated lip color combines covetable comfort and confident shades in one smooth move. Its wand coats like a ","What it is:
An innovative, long-lasting lip color with a smooth, semi-matte finish that provides ultimate hydration.

What it does:
This highly-saturated lip color combines covetable comfort and confident shades in one smooth move. Its wand coats like a lipstick, yet glides on like a gloss. The finish is semi-matte, long-lasting, and non-drying for luscious, vibrant lips. Water lily flowers and white tea extract are infused into this hybrid lip glide for antioxidant protection and ultimate hydration.

What else do you need to know:
""Velvet lip glide is soft, yet strong. Effortless and intense. Polished and provocative. It encourages you not to compromise. Glide on strength. Go with it. See where it takes you.""—François Nars",http://www.sephora.com/productimages/sku/s1869981-main-Lhero.jpg,"Stripped
Dimethicone, Kaolin, Bis-Diglyceryl Polyacyladipate-2, Diisostearyl Malate, Hydrogenated Polyisobutene, Dimethicone Crosspolymer, Phenyl Trimethicone, Isostearyl Isostearate, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Vinyl Dimethicone/Methicone SilsesquioxaneCrosspolymer, Hdi/Trimethylol Hexyllactone Crosspolymer, Nylon-12, Dicalcium Phosphate, StearalkoniumBentonite, Propylene Carbonate, Ethyl Vanillin, Propylene Glycol Dicaprylate/Dicaprate, Lecithin, Silica, ArganiaSpinosa Kernel Oil, Zea Mays (Corn) Oil, Tocopherol, Orchis Mascula Flower Extract, Ascorbyl Palmitate, Camellia Sinensis Leaf Extract, Nymphaea Alba Flower Extract, Citric Acid, Tin Oxide, Tocopheryl Acetate, [+/- (May Contain): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Blue 1 Lake (Ci 42090), Manganese Violet (Ci 77742), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140)].",velvet lip glide,50000,26.0,P412131,354,Velvet Lip Glide,http://www.sephora.com/velvet-lip-glide-P412131,0.2 oz/ 5.9147 mL,"Suggested Usage:
-For best color payoff and wear, apply to bare lips.
-For dramatic, defined lips, line with Velvet Lip Liner (sold separately) and then fill in with Velvet Lip Glide for an intense, semi-matte look.
-For a softer sheen, blot the lips and the lip color to set for a few minutes.
-For a lip-stained look, apply color by pressing pigment into the lips with the fingertips."
774,Viseart,"makeup, eye, eye palettes","Shop Viseart’s EyeShadow Palette Petit PRO at Sephora. It features eight pigment rich colors in matte, satin, and shimmer textures.","What it is:
An eight-shade eyeshadow palette in versatile pigment rich colors in matte, satin, and shimmer textures—curated from Viseart’s heritage Parisian formulas.

What it does:
Flaunt day-to-evening shadow looks that look gorgeous, even when photographed. EyeShadow Palette Petit PRO features unique shades from 2017 fashion-forward trends in satin, shimmer, and matte shades—directly from the fashion houses of Paris.

This set contains:
- 8 x 0.026 oz/ Powder-based Shades

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is not tested on animals and is free of silicones and minerals.",http://www.sephora.com/productimages/sku/s1916725-main-Lhero.jpg,"Talc, Mica, Calcium Aluminum Borosilicate, Zinc Stearate, Octyldodecanol, Myristyl Lactate, Octyldodecyl Stearoyl Stearate, Isononyl Isononanoate, Silica, Calcium Sodium Borosilicate, Tin Oxide. + - May Contain: Titanium Dioxide (77891), Iron Oxides (77491, 77492, 77499), Blue 1 (42090), Carmine (75470), Black 2 (77266), Mica (77019), Ferric Ferrocyanide (CI 77510).",eyeshadow palette petit pro,10000,30.0,P416421,39,EyeShadow Palette Petit PRO,http://www.sephora.com/eyeshadow-palette-petit-pro-P416421,0.208 oz,
843,Urban Decay,"makeup, value & gift sets",Shop Urban Decay’s Makeup Lockdown Travel Duo at Sephora. The travel-size duo features Eyeshadow Primer Potion and All Nighter Makeup Setting Spray.,"Please note: This product is available online only in the US, and both online and in stores in CA.

What it is:
A travel-size duo featuring Urban Decay’s Eyeshadow Primer Potion and All Nighter Makeup Setting Spray.

What it does:
Lock down your makeup with this portable duo. This travel-size duo features tow high-tech products that deliver serious results: Eyeshadow Primer Potion in Original and All Nighter Makeup Setting Spray. With this duo in your arsenal, your makeup’s not going anywhere until you take it off.

Apply just a touch of Eyeshadow Primer Potion in Original before your shadow for 24 hours of vibrant color (and no creasing). Once it dries down, the Original shade looks invisible on your skin, and its innovative polymer technology fills in any imperfections, prepping lids for indestructible eyeshadow. Mist on the high-tech All Nighter Makeup Setting Spray to stop makeup meltdown. Urban Decay’s Temperature Control Technology actually lowers the temperature of your makeup to help it last longer.

This set contains:
- 0.16 oz/ 5 mL Eyeshadow Primer Potion
- 1 oz/ 30 mL All Nighter Makeup Setting Spray

What it is formulated WITHOUT:
- Parabens",http://www.sephora.com/productimages/sku/s1871235-main-Lhero.jpg,"Eyeshadow Primer Potion in Original:
Isododecane, Talc, Cyclopentasiloxane, Disteardimonium Hectorite, Trimethylsiloxysilicate, Trihydroxystearin, Polyethylene, Triethylhexanoin, Hydroxystearic/Linolenic/Oleic Polyglycerides, Sorbitan Sesquioleate, VP/Eicosene Copolymer, Dimethicone, PEG-40 Stearate, Phenoxyethanol, Synthetic Beeswax, Propylene Carbonate, Water. [+/- (May Contain): Mica, CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides), CI 77163 (Bismuth Oxychloride)].

All Nighter Makeup Setting Spray:
Water, Alcohol Denat., PVP, Dimethicone PEG-7 Phosphate, PPG-3 Benzyl Ether Myristate, Polyhydroxystearic Acid, Dipropylene Glycol, Caprylyl Glycol, Isononyl Isononanoate, Ethylhexyl Isononanoate, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Methyl Methacrylate Crosspolymer, Glycereth-5 Lactate, Methyl Diisopropyl Propionamide, Sodium Hydroxide, Fragrance, Aloe Barbadensis Leaf Juice Powder, Maltodextrin, Poloxamer 407, Butylphenyl Methylpropional, Potassium Sorbate, Sodium Benzoate, Ethylhexylglycerin, Methylisothiazolinone, BHT.",makeup lockdown travel duo,20000,19.0,P33154769,23,Makeup Lockdown Travel Duo,http://www.sephora.com/makeup-lockdown-travel-duo-P33154769,,"Suggested Usage:
All Nighter Makeup Setting Spray:
-After applying makeup, shake bottle well, hold eight to 10 inches away and mist face two to four times, in an X and T formation.

Precautions:
-Warning: Keep out of eyes. Close eyes before misting."
273,COVER FX,"makeup, cheek, bronzer","What it is:
A healthy bronzer that improves your skin's appearance over time. 

What it does:
This healthy pressed bronzer hydrates your skin during wear, treating it with vitamins and good-for-you ingredients. 


What it is formulated WITHOUT","What it is:
A healthy bronzer that improves your skin's appearance over time.

What it does:
This healthy pressed bronzer hydrates your skin during wear, treating it with vitamins and good-for-you ingredients.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is clinically tested, vegan, and free of parabens, fragrance, gluten, mineral oil, and talc.",http://www.sephora.com/productimages/sku/s1515709-main-Lhero.jpg,"Sunset
Mica, Zinc Stearate, Silica, Lauroyl Lysine, Isodecyl Neopentanoate, Octyldodecyl Stearoyl Stearate, Camellia Sinensis Leaf Powder, Dehydoacetic Acid, Glycerin, Lycopodium Clavatum Extract, Tetrahexyldecyl Ascorbate, Tocopherol, Imperata Cylindrica Root Extract, Ethyl Linoleate, Phytosphingosine, Ethyl Linolenate, Ethyl Oleate. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499).",bronzer,5977,28.0,P379126,68,Bronzer,http://www.sephora.com/bronzer-P379126,0.35 oz/ 10 g,"Suggested Usage:
-Using a powder brush, dust over foundations or on bare skin for a sunkissed look."
117,Laura Mercier,"makeup, cheek, blush","What it is:A velvety powder blush that sweeps sheer color for a naturally blushed look.What it does:Laura Mercier Second Skin Cheek Colour is a light-as-air, velvety powder blush that sweeps on sheer color easily and evenly. With skin-silkening natur","What it is:
A velvety powder blush that sweeps sheer color for a naturally blushed look.

What it does:
Laura Mercier Second Skin Cheek Colour is a light-as-air, velvety powder blush that sweeps on sheer color easily and evenly. With skin-silkening natural botanicals, your complexion looks naturally blushed and lit from within. Light-diffusing qualities allow a mistake-proof, flawless application that lasts all day.

What else you need to know:
Each color can be removed from its original packaging and placed in a customizable palette.

Dermatologist tested.",http://www.sephora.com/productimages/sku/s1158591-main-Lhero.jpg,"Rose Bloom
Talc, Dimethicone, Nylon-12, Methicone, Zinc Stearate, Silica, Pentaerythrityl Tetraethylhexanoate, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauroyl Lysine, Squalane, Phenoxyethanol, Polymethyl Methacrylate, Sodium Dehydroacetate, Silk Powder (Serica), Propylene Glycol, Aloe Barbadensis Leaf Juice, Glycerin, Ascorbyl Palmitate, Tocopherol, Chamomilla Recutita (Matricaria) Flower Extract, Coffea Arabica (Coffee) Seed Extract, Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). (+/-): Carmine (CI 75470), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (CI 77742), Red 30 Lake (CI 73360), Red 6 (CI 15850), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).",second skin cheek colour,10000,26.0,P234211,665,Second Skin Cheek Colour,http://www.sephora.com/second-skin-cheek-colour-P234211,0.13 oz/ 3.7 g,"Suggested Usage:
-Smile to find the rounded apple of your cheek.
-Beginning at the top of the cheekbone, use a patting motion or brush downward toward the apple of the cheek in a rounded horseshoe shape.
-Apply in light layers until desired color intensity is achieved."
672,Dior,"skincare, moisturizers, bb & cc creams",Shop Dior’s Capture Totale Dreamskin Perfect Skin Cushion Broad Spectrum SPF 50 at Sephora.,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A compact of tinted skin care that blurs imperfections and helps to minimize visible signs of aging while you're on the go, leaving skin looking flawless and luminous while protecting with SPF 50.

Solutions for:
- Uneven skin tone
- Dullness and uneven texture
- Pores

If you want to know more…
This complexion perfector features the correcting power of Dreamskin within a portable case to activate, enhance, and protect skin. Upon application, its luxurious texture perfectly fuses with the skin to unify in transparency and improve the appearance of redness, shine, and pores. Skin is left refreshed, luminous, and beautiful.

What else you need to know:
To create this revolutionary formula, Dior Science combined two powerful, active ingredients from the Dior Gardens: longoza and opilia. These potently natural active ingredients contain antiaging and protective properties that combat lines, dark spots, redness, and lack of glow. Cultivated in the Dior Gardens in Madagascar, longoza is an orange-red fruit encapsulating regenerative active powers that support the natural regeneration of skin cells. Opilia comes from the Dior Gardens in Burkina Faso, beautifying and perfecting the balance of the skin.",http://www.sephora.com/productimages/sku/s1863620-main-Lhero.jpg,,capture totale dreamskin perfect skin cushion broad spectrum spf 50,3448,82.0,P412027,34,Capture Totale Dreamskin Perfect Skin Cushion Broad Spectrum SPF 50,http://www.sephora.com/capture-totale-dreamskin-perfect-skin-cushion-broad-spectrum-spf-50-P412027,0.5 oz/ 15 g,"Suggested Usage:
-Using the applicator, press down lightly onto pre-saturated cushion sponge to capture product.
-For maximum coverage, pat evenly over face.
-For light coverage, smooth over face using sweeping motion.
-Close both levels of the compact securely.
-Use in the morning and reapply regularly throughout the day if desired."
364,NARS,"makeup, lip, lip liner","What it is:A long-lasting lip liner that defines lips with precise, pigment-rich color depth while it frames, fills, and prevents feathering.
What it does:NARS Velvet Lip Liner leaves lips with statement-making color and a fuller pout. Infused with ","What it is:
A long-lasting lip liner that defines lips with precise, pigment-rich color depth while it frames, fills, and prevents feathering.

What it does:
NARS Velvet Lip Liner leaves lips with statement-making color and a fuller pout. Infused with a smooth, creamy formula and featuring a precise tip, it glides on comfortably, stays sharp, and stays put.",http://www.sephora.com/productimages/sku/s1637271-main-Lhero.jpg,"Nihiwatu
Dimethicone, Synthetic Wax, Trimethylsiloxysilicate, Behenyl Dimethicone/Bisvinyldimethicone Crosspolymer, Dimer Dilinoleyl Dimer Dilinoleate, Polyethylene, Phenylpropyldimethylsiloxysilicate, Disteardimonium Hectorite, Propylene Carbonate, Lecithin, Tocopherol, Ascorbyl Palmitate, Citric Acid, [+/- (May Contain): Mica, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 42090 (Blue 1 Lake), CI 15850 (Red 6), CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake).",velvet lip liner,20000,24.0,P389033,66,Velvet Lip Liner,http://www.sephora.com/velvet-lip-liner-P389033,0.01 oz/ 0.5 g,
275,BECCA,"makeup, face, foundation","What it is:A creamy, medium coverage foundation controls shine throughout the day and leaves an exceptionally smooth, matte finish.  

What it does:
This long-wearing medium coverage foundation features a unique microfine powder that absorbs oil s","What it is:
A creamy, medium coverage foundation controls shine throughout the day and leaves an exceptionally smooth, matte finish.

What it does:
This long-wearing medium coverage foundation features a unique microfine powder that absorbs oil so your complexion remains fresh and shine free throughout the day. Created for combination to oily skin, this foundation minimizes the appearance of pores and fine lines, and creates a lasting soft-focus effect.

What else you need to know:
This product has been dermatologist tested and is formulated without oil, alcohol, and fragrance.",http://www.sephora.com/productimages/sku/s1514132-main-Lhero.jpg,"Buff
-Nylon 12: Microfine powder that provides excellent adherence, extends wear, and has mattifying properties.
-Boron Nitride: Improves overall product application, adherence, and wear.
-Vitamins E and A: Provide antioxidant benefits.

Water, Cyclopentasiloxane, Isododecane, Nylon-12, Titanium Dioxide, Hydrogenated Didecene, Disteardimonium Hectorite, Cetyl Peg/Ppg-10/1 Dimethicone, Phenoxyethanol, Polyglyceryl-4 Isostearate, Methicone, Sodium Dehydroacetate, Tocopheryl Acetate, Retinyl Palmitate, Boron Nitride, Propylene Glycol, Methylparaben, Disodium Edta, Ethylparaben, Propylparaben, Butylparaben, May Contain: Ci 77891 (Titanium Dioxide), Ci 77492 (Iron Oxide), Ci 77491 (Iron Oxide), Ci 77499 (Iron Oxide).",ever matte shine proof foundation,20000,42.0,P379097,470,Ever-Matte Shine Proof Foundation,http://www.sephora.com/ever-matte-shine-proof-foundation-P379097,1.35 oz,"Suggested Usage:
BECCA stylist tip:
-Shake before use.
-Apply a small amount using fingertips or a brush starting at the t-zone and blend outward.
-Using ring finger, tap more product to areas that may need a little extra coverage."
289,SEPHORA COLLECTION,"makeup, face, foundation","SEPHORA COLLECTION's 10 HR Wear Perfection Foundation blends away unevenness and spots to deliver a flawless, natural-looking finish.","What it is:
A foundation with buildable coverage that instantly conceals blemishes with an invisible, flawless finish.

What it does:
Conceal blemishes, pigmentation marks, scars, and dark spots with this foundation that provides a natural, beautiful finish. This formula blends with your skin tone to create an invisible veil, like a second skin that adapts to all the movements of the face for optimum comfort all-day long. Hyaluronic acid smooths the skin, while antioxidant vitamin E protects against external stressors. Soft focus pigments blur out blemishes and soften the appearance of wrinkles for a youthful-looking, even complexion.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
This oil-free, long-lasting formula conceals for up to 10 hours. This product is not tested on animals.

Research results:
According to a consumer test on 60 female volunteers for 9 days:
- 80% agreed the texture of the foundation is like a second skin
- 93% agreed the foundation provides coverage
- 90% agreed the foundation perfectly evens skin tone
- 80% agreed the foundation decreases the visibility of pores
- 83% agreed the foundation provides a natural finish
- 80% felt as though the foundation took genuine care of their skin",http://www.sephora.com/productimages/sku/s1492883-main-Lhero.jpg,"10 Light Ivory (N)
Water, Dimethicone, Isohexadecane, Dimethicone Crosspolymer, CI 77891 (Titanium Dioxide), CI 77492 (Iron Oxides), Peg-10 Dimethicone, Alcohol, Propanediol, Butylene Glycol, Polybutene, Acrylates Copolymer, CI 77491 (Iron Oxides), Ozokerite, Magnesium Sulfate, Phenoxyethanol, CI 77499 (Iron Oxides), Tocopheryl Acetate, Disodium Stearoyl Glutamate, Peg-10, Disteardimonium Hectorite, Cellulose, Sodium Potassium Aluminum Silicate, Sodium Dehydroacetate, Propylene Carbonate, Aluminum Hydroxide, BHT, Silica, Sodium Hyaluronate.",10 hr wear perfection foundation,50000,20.0,P379509,1954,10 HR Wear Perfection Foundation,http://www.sephora.com/10-hr-wear-perfection-foundation-P379509,0.84 oz/ 25 mL,"Suggested Usage:
How to choose the right foundation shade:
-Pinkish complexion: Beige tone
-Yellowish complexion: Slightly pinkish tone
-Matte complexion: Avoid beige which gives a grayish hue; choose a matte beige tone with a light hint of apricot

How to apply:
-Apply a smoothing primer on the face and neck.
-Apply four small dabs of 10HR Wear Perfection Foundation on the forehead, cheeks, and chin.
-Using Foundation Brush # 47, blend the foundation as much as possible from the center of the face outwards, and to the neck.
-Apply evenly close to the eyes, around the nose, mouth, and neck for a homogeneous flawless finish.
-Gently pat on to avoid lines.
-Can also be applied with fingertips or a sponge."
419,Laura Mercier,"makeup, face, highlighter","What it is:A long-wearing, buildable and versatile highlighting powder that provides a natural-looking, radiant, allover glow.
What it does:Laura Mercier Face Illuminator Powder highlights the skin with pure light-reflecting pigments for a color-tru","What it is:
A long-wearing, buildable and versatile highlighting powder that provides a natural-looking, radiant, allover glow.

What it does:
Laura Mercier Face Illuminator Powder highlights the skin with pure light-reflecting pigments for a color-true, multidimensional, and luminous finish that complements all skin tones. Its non-dusting texture allows for excellent color payoff and applies smoothly and evenly onto skin without dragging. Designed to complement all skin tones, the unique formula brings natural-looking radiance to the complexion for an instant glow that lasts up to eight hours.

What else you need to know:
This product is dermatologist and ophthalmologist tested.

""I developed this product to help women create a radiant look for themselves using a performance makeup artist tool that allows a buildable layer of shine—from subtle illumination to extreme radiance.""—Laura Mercier",http://www.sephora.com/productimages/sku/s1677731-main-Lhero.jpg,,face illuminator powder,70000,44.0,P394248,274,Face Illuminator Powder,http://www.sephora.com/face-illuminator-powder-P394248,0.35 oz,"Suggested Usage:
-For a soft, natural application, use the Fan Powder Brush and sweep lightly over skin—anywhere you want a subtle glow.
-For more intense illumination, use a brush with dense bristles like the Crème Cheek Colour Brush. This will allow you to pick up more product.
-Apply/strobe in targeted areas where you want to see the glow and blend.
-Accentuate angles of the face with Devotion (Cool Highlight) or Indiscretion (Warm Rose Gold Highlight).
-Add a warm bronze glow with either Addiction (Gilded Gold Highlight) or Seduction (Soft Bronze Highlight).

For each skin tone:
-Fair skin tones: use Devotion, the lightest/coolest of the four shades where the pearl reflects more light in the base.
-Medium skin tones: use Devotion (fair) and Indiscretion (medium).
-Medium to dark skin tones: use Addiction and Seduction.


-Laura Mercier’s tip: add a touch of Face Illuminator to your décolletage and shoulders for a beautiful all over glow."
244,MAKE UP FOR EVER,"makeup, face, foundation","What it is:
A breakthrough multiuse formula that can be applied as a foundation or setting powder.

What it does:
Formulated with exclusive vegetal coated bio-mimetic pigments, this patent-pending formula allows for buildable coverage with a natu","What it is:
A breakthrough multiuse formula that can be applied as a foundation or setting powder.

What it does:
Formulated with exclusive vegetal coated bio-mimetic pigments, this patent-pending formula allows for buildable coverage with a natural matte finish. Its lightweight, non-chalky texture blends seamlessly with your natural skin tone for a long-wearing, flawless complexion. Mineral oil-free and enriched with nourishing ingredients, Pro Finish helps to prevent skin dehydration for the ultimate in comfort. This unique formula has unparalleled versitility: use as your primary foundation or layer on top of your favorite liquid foundation as a setting powder.

What it is formulated WITHOUT:
- Parabens

What else you need to know:
This product is dermatologist-tested and suitable for all skin types. It is free of mineral oils and fragrance, and is best for normal to combination skin types.",http://www.sephora.com/productimages/sku/s1479609-main-Lhero.jpg,,pro finish multi use powder foundation,50000,37.0,P377189,1412,Pro Finish Multi-Use Powder Foundation,http://www.sephora.com/pro-finish-multi-use-powder-foundation-P377189,0.35 oz/ 10 g,"Suggested Usage:
For matte finish with full coverage (apply dry):
-Using the sponge or 110 Foundation Kabuki Brush, apply starting in the center of the face and blending down and outward in a press-and-roll motion.
-Repeat for additional coverage as needed.

For satin finish with sheer coverage (apply wet):
-Thoroughly wet sponge and wring out excess water.
-In a circular motion, evenly saturate the surface of the powder.
-Apply over the center of the cheeks and nose, moving toward the chin.
-Apply to the center of the forehead, moving outward toward the temples and down the sides of the face.
-For additional coverage, apply Pro Finish dry after wet application is complete."
734,Too Faced,"makeup, cheek, cheek palettes","Shop Too Faced’s Sweet Peach Glow Peach-Infused Highlighting Palette at Sephora. It features three shades for a lit-from-within, radiant glow.","What it is:
A peach-infused, highlighting palette with three shades for a lit-from-within, luminous glow.

What it does:
This illuminating, blushing and bronzing palette gives the natural radiance of a glowing peach sunset. Give your skin the appearance of being bathed in the most beautiful peachy golden light.

This palette contains:
- 0.10 oz/ 2.95 mL Illuminator
- 0.19 oz/ 5.61 mL Blush
- 0.10 oz/ 2.95 mL Bronzer

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
Too Faced Co-founder and Chief Creative Officer Jerrod Blandino took the peaches and cream dream to the next level by creating a product that would transform the face with tones of peach to illuminate and highlight while adding a pop of a golden peach glow all over for skin-perfected radiance.

This product is vegan-friendly, cruelty-free, and free of gluten.",http://www.sephora.com/productimages/sku/s1894377-main-Lhero.jpg,"Blush, Bronzer:
Synthetic Fluorphlogopite, Mica,HDI/ Trimethylol Hexyllactone Crosspolymer, Cetearyl Ethylhexanoate, Squalane, Glycerin, Octyldodecyl Stearoyl Stearate, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 20, Fragrance, 1,2-Hexanediol, PTFE, Dimethicone, Silica, Chondrus Crispus, Xanthan Gum, Zinc Stearate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Lauroyl Lysine, Tin Oxide, Dicalcium Phosphate, Prunus Persica (Peach) Fruit Extract. May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850).

Highlighter:
Mica, Cetearyl Ethylhexanoate, HDI/Trimethylol Hexyllactone Crosspolymer, Squalane, Octyldodecyl Stearoyl Stearate, Glycerin, Polysorbate 20, Caprylyl Glycol, Ethylhexylglycerin, Fragrance, 1, 2-Hexanediol, Tin Oxide, Chondrus Crispus, Xanthan Gum, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Silica, Dicalcium Phosphate, Synthetic Fluorphlogopite, Prunus Persica (Peach) Fruit Extract, Titanium Dioxide (CI 77891), Iron Oxides (CI77491, CI 77492, CI 77499).",sweet peach glow peach infused highlighting palette,30000,42.0,P62984433,389,Sweet Peach Glow Peach-Infused Highlighting Palette,http://www.sephora.com/sweet-peach-glow-peach-infused-highlighting-palette-P62984433,,"Suggested Usage:
-Shades can be used separately or blended together.
-Use a powder brush to apply all over for a soft glow.
-Apply to the cheekbones, brow bones, and the bridge of nose for a highlight effect."
